Timestamp,Src_IP,Dst_IP,Src_Port,Dst_Port,Protocol,Packet_Size,TTL,Flags,Attack_Type
1743394017.351794,192.168.246.50,192.168.246.210,2017,80,6,54,64,S,Nmap SYN Scan
1743394017.356024,192.168.246.50,192.168.246.210,2018,80,6,54,64,S,Nmap SYN Scan
1743394017.361866,192.168.246.50,192.168.246.210,2019,80,6,54,64,S,Nmap SYN Scan
1743394017.368086,192.168.246.50,192.168.246.210,2020,80,6,54,64,S,Nmap SYN Scan
1743394017.373914,192.168.246.50,192.168.246.210,2021,80,6,54,64,S,Nmap SYN Scan
1743394017.37976,192.168.246.50,192.168.246.210,2022,80,6,54,64,S,Nmap SYN Scan
1743394017.384306,192.168.246.50,192.168.246.210,2023,80,6,54,64,S,Nmap SYN Scan
1743394017.389222,192.168.246.50,192.168.246.210,2024,80,6,54,64,S,Nmap SYN Scan
1743394017.394809,192.168.246.50,192.168.246.210,2025,80,6,54,64,S,Nmap SYN Scan
1743394017.398751,192.168.246.50,192.168.246.210,2026,80,6,54,64,S,Nmap SYN Scan
1743394017.405206,192.168.246.50,192.168.246.210,2027,80,6,54,64,S,Nmap SYN Scan
1743394017.409052,192.168.246.50,192.168.246.210,2028,80,6,54,64,S,Nmap SYN Scan
1743394017.415387,192.168.246.50,192.168.246.210,2029,80,6,54,64,S,Nmap SYN Scan
1743394017.4263492,192.168.246.50,192.168.246.210,2030,80,6,54,64,S,Nmap SYN Scan
1743394017.4430048,192.168.246.50,192.168.246.210,2031,80,6,54,64,S,Nmap SYN Scan
1743394017.452474,192.168.246.50,192.168.246.210,2032,80,6,54,64,S,Nmap SYN Scan
1743394017.4607239,192.168.246.50,192.168.246.210,2033,80,6,54,64,S,Nmap SYN Scan
1743394017.470561,192.168.246.50,192.168.246.210,2034,80,6,54,64,S,Nmap SYN Scan
1743394017.475411,192.168.246.50,192.168.246.210,2035,80,6,54,64,S,Nmap SYN Scan
1743394017.481368,192.168.246.50,192.168.246.210,2036,80,6,54,64,S,Nmap SYN Scan
1743394017.490426,192.168.246.50,192.168.246.210,2037,80,6,54,64,S,Nmap SYN Scan
1743394017.494617,192.168.246.50,192.168.246.210,2038,80,6,54,64,S,Nmap SYN Scan
1743394017.4987361,192.168.246.50,192.168.246.210,2039,80,6,54,64,S,Nmap SYN Scan
1743394017.51591,192.168.246.50,192.168.246.210,2040,80,6,54,64,S,Nmap SYN Scan
1743394017.525471,192.168.246.50,192.168.246.210,2041,80,6,54,64,S,Nmap SYN Scan
1743394017.527957,192.168.246.50,192.168.246.210,2042,80,6,54,64,S,Nmap SYN Scan
1743394017.535202,192.168.246.50,192.168.246.210,2043,80,6,54,64,S,Nmap SYN Scan
1743394017.56563,192.168.246.50,192.168.246.210,2044,80,6,54,64,S,Nmap SYN Scan
1743394017.570737,192.168.246.50,192.168.246.210,2045,80,6,54,64,S,Nmap SYN Scan
1743394017.575624,192.168.246.50,192.168.246.210,2046,80,6,54,64,S,Nmap SYN Scan
1743394017.580668,192.168.246.50,192.168.246.210,2047,80,6,54,64,S,Nmap SYN Scan
1743394017.5866082,192.168.246.50,192.168.246.210,2048,80,6,54,64,S,Nmap SYN Scan
1743394017.591402,192.168.246.50,192.168.246.210,2049,80,6,54,64,S,Nmap SYN Scan
1743394017.595074,192.168.246.50,192.168.246.210,2050,80,6,54,64,S,Nmap SYN Scan
1743394017.598985,192.168.246.50,192.168.246.210,2051,80,6,54,64,S,Nmap SYN Scan
1743394017.606209,192.168.246.50,192.168.246.210,2052,80,6,54,64,S,Nmap SYN Scan
1743394017.612181,192.168.246.50,192.168.246.210,2053,80,6,54,64,S,Nmap SYN Scan
1743394017.6229372,192.168.246.50,192.168.246.210,2054,80,6,54,64,S,Nmap SYN Scan
1743394017.6290472,192.168.246.50,192.168.246.210,2055,80,6,54,64,S,Nmap SYN Scan
1743394017.6334348,192.168.246.50,192.168.246.210,2056,80,6,54,64,S,Nmap SYN Scan
1743394017.6416562,192.168.246.50,192.168.246.210,2057,80,6,54,64,S,Nmap SYN Scan
1743394017.645518,192.168.246.50,192.168.246.210,2058,80,6,54,64,S,Nmap SYN Scan
1743394017.6486762,192.168.246.50,192.168.246.210,2059,80,6,54,64,S,Nmap SYN Scan
1743394017.6596859,192.168.246.50,192.168.246.210,2060,80,6,54,64,S,Nmap SYN Scan
1743394017.6636648,192.168.246.50,192.168.246.210,2061,80,6,54,64,S,Nmap SYN Scan
1743394017.674509,192.168.246.50,192.168.246.210,2062,80,6,54,64,S,Nmap SYN Scan
1743394017.6773062,192.168.246.50,192.168.246.210,2063,80,6,54,64,S,Nmap SYN Scan
1743394017.6798909,192.168.246.50,192.168.246.210,2064,80,6,54,64,S,Nmap SYN Scan
1743394017.683542,192.168.246.50,192.168.246.210,2065,80,6,54,64,S,Nmap SYN Scan
1743394017.693314,192.168.246.50,192.168.246.210,2066,80,6,54,64,S,Nmap SYN Scan
1743394017.695509,192.168.246.50,192.168.246.210,2067,80,6,54,64,S,Nmap SYN Scan
1743394017.710314,192.168.246.50,192.168.246.210,2068,80,6,54,64,S,Nmap SYN Scan
1743394017.714821,192.168.246.50,192.168.246.210,2069,80,6,54,64,S,Nmap SYN Scan
1743394017.7250528,192.168.246.50,192.168.246.210,2070,80,6,54,64,S,Nmap SYN Scan
1743394017.7451708,192.168.246.50,192.168.246.210,2071,80,6,54,64,S,Nmap SYN Scan
1743394017.761657,192.168.246.50,192.168.246.210,2072,80,6,54,64,S,Nmap SYN Scan
1743394017.812323,192.168.246.50,192.168.246.210,2073,80,6,54,64,S,Nmap SYN Scan
1743394017.8258922,192.168.246.50,192.168.246.210,2074,80,6,54,64,S,Nmap SYN Scan
1743394017.832033,192.168.246.50,192.168.246.210,2075,80,6,54,64,S,Nmap SYN Scan
1743394017.8484402,192.168.246.50,192.168.246.210,2076,80,6,54,64,S,Nmap SYN Scan
1743394017.862071,192.168.246.50,192.168.246.210,2077,80,6,54,64,S,Nmap SYN Scan
1743394017.877755,192.168.246.50,192.168.246.210,2078,80,6,54,64,S,Nmap SYN Scan
1743394017.8803608,192.168.246.50,192.168.246.210,2079,80,6,54,64,S,Nmap SYN Scan
1743394017.8979478,192.168.246.50,192.168.246.210,2080,80,6,54,64,S,Nmap SYN Scan
1743394017.911475,192.168.246.50,192.168.246.210,2081,80,6,54,64,S,Nmap SYN Scan
1743394017.91764,192.168.246.50,192.168.246.210,2082,80,6,54,64,S,Nmap SYN Scan
1743394017.9269729,192.168.246.50,192.168.246.210,2083,80,6,54,64,S,Nmap SYN Scan
1743394017.933397,192.168.246.50,192.168.246.210,2084,80,6,54,64,S,Nmap SYN Scan
1743394017.940856,192.168.246.50,192.168.246.210,2085,80,6,54,64,S,Nmap SYN Scan
1743394017.944691,192.168.246.50,192.168.246.210,2086,80,6,54,64,S,Nmap SYN Scan
1743394017.9502149,192.168.246.50,192.168.246.210,2087,80,6,54,64,S,Nmap SYN Scan
1743394017.961663,192.168.246.50,192.168.246.210,2088,80,6,54,64,S,Nmap SYN Scan
1743394017.967857,192.168.246.50,192.168.246.210,2089,80,6,54,64,S,Nmap SYN Scan
1743394017.9782898,192.168.246.50,192.168.246.210,2090,80,6,54,64,S,Nmap SYN Scan
1743394017.984546,192.168.246.50,192.168.246.210,2091,80,6,54,64,S,Nmap SYN Scan
1743394017.9940102,192.168.246.50,192.168.246.210,2092,80,6,54,64,S,Nmap SYN Scan
1743394017.9994812,192.168.246.50,192.168.246.210,2093,80,6,54,64,S,Nmap SYN Scan
1743394018.0104399,192.168.246.50,192.168.246.210,2094,80,6,54,64,S,Nmap SYN Scan
1743394018.015148,192.168.246.50,192.168.246.210,2095,80,6,54,64,S,Nmap SYN Scan
1743394018.027679,192.168.246.50,192.168.246.210,2096,80,6,54,64,S,Nmap SYN Scan
1743394018.033418,192.168.246.50,192.168.246.210,2097,80,6,54,64,S,Nmap SYN Scan
1743394018.045978,192.168.246.50,192.168.246.210,2098,80,6,54,64,S,Nmap SYN Scan
1743394018.0594308,192.168.246.50,192.168.246.210,2099,80,6,54,64,S,Nmap SYN Scan
1743394018.067161,192.168.246.50,192.168.246.210,2100,80,6,54,64,S,Nmap SYN Scan
1743394018.07865,192.168.246.50,192.168.246.210,2101,80,6,54,64,S,Nmap SYN Scan
1743394018.08557,192.168.246.50,192.168.246.210,2102,80,6,54,64,S,Nmap SYN Scan
1743394018.097826,192.168.246.50,192.168.246.210,2103,80,6,54,64,S,Nmap SYN Scan
1743394018.1113029,192.168.246.50,192.168.246.210,2104,80,6,54,64,S,Nmap SYN Scan
1743394018.118967,192.168.246.50,192.168.246.210,2105,80,6,54,64,S,Nmap SYN Scan
1743394018.1264808,192.168.246.50,192.168.246.210,2106,80,6,54,64,S,Nmap SYN Scan
1743394018.1289868,192.168.246.50,192.168.246.210,2107,80,6,54,64,S,Nmap SYN Scan
1743394018.133518,192.168.246.50,192.168.246.210,2108,80,6,54,64,S,Nmap SYN Scan
1743394018.1420841,192.168.246.50,192.168.246.210,2109,80,6,54,64,S,Nmap SYN Scan
1743394018.1447492,192.168.246.50,192.168.246.210,2110,80,6,54,64,S,Nmap SYN Scan
1743394018.147679,192.168.246.50,192.168.246.210,2111,80,6,54,64,S,Nmap SYN Scan
1743394018.156577,192.168.246.50,192.168.246.210,2112,80,6,54,64,S,Nmap SYN Scan
1743394018.16029,192.168.246.50,192.168.246.210,2113,80,6,54,64,S,Nmap SYN Scan
1743394018.1644642,192.168.246.50,192.168.246.210,2114,80,6,54,64,S,Nmap SYN Scan
1743394018.175822,192.168.246.50,192.168.246.210,2115,80,6,54,64,S,Nmap SYN Scan
1743394018.191181,192.168.246.50,192.168.246.210,2116,80,6,54,64,S,Nmap SYN Scan
1743394018.193977,192.168.246.50,192.168.246.210,2117,80,6,54,64,S,Nmap SYN Scan
1743394018.1962602,192.168.246.50,192.168.246.210,2118,80,6,54,64,S,Nmap SYN Scan
1743394018.200834,192.168.246.50,192.168.246.210,2119,80,6,54,64,S,Nmap SYN Scan
1743394018.208891,192.168.246.50,192.168.246.210,2120,80,6,54,64,S,Nmap SYN Scan
1743394018.212615,192.168.246.50,192.168.246.210,2121,80,6,54,64,S,Nmap SYN Scan
1743394018.2164621,192.168.246.50,192.168.246.210,2122,80,6,54,64,S,Nmap SYN Scan
1743394018.225357,192.168.246.50,192.168.246.210,2123,80,6,54,64,S,Nmap SYN Scan
1743394018.229398,192.168.246.50,192.168.246.210,2124,80,6,54,64,S,Nmap SYN Scan
1743394018.2345989,192.168.246.50,192.168.246.210,2125,80,6,54,64,S,Nmap SYN Scan
1743394018.24812,192.168.246.50,192.168.246.210,2126,80,6,54,64,S,Nmap SYN Scan
1743394018.258464,192.168.246.50,192.168.246.210,2127,80,6,54,64,S,Nmap SYN Scan
1743394018.2626328,192.168.246.50,192.168.246.210,2128,80,6,54,64,S,Nmap SYN Scan
1743394018.2724009,192.168.246.50,192.168.246.210,2129,80,6,54,64,S,Nmap SYN Scan
1743394018.2784588,192.168.246.50,192.168.246.210,2130,80,6,54,64,S,Nmap SYN Scan
1743394018.283445,192.168.246.50,192.168.246.210,2131,80,6,54,64,S,Nmap SYN Scan
1743394018.293587,192.168.246.50,192.168.246.210,2132,80,6,54,64,S,Nmap SYN Scan
1743394018.318112,192.168.246.50,192.168.246.210,2133,80,6,54,64,S,Nmap SYN Scan
1743394018.341613,192.168.246.50,192.168.246.210,2134,80,6,54,64,S,Nmap SYN Scan
1743394018.3585,192.168.246.50,192.168.246.210,2135,80,6,54,64,S,Nmap SYN Scan
1743394018.366359,192.168.246.50,192.168.246.210,2136,80,6,54,64,S,Nmap SYN Scan
1743394018.376696,192.168.246.50,192.168.246.210,2137,80,6,54,64,S,Nmap SYN Scan
1743394018.382965,192.168.246.50,192.168.246.210,2138,80,6,54,64,S,Nmap SYN Scan
1743394018.391675,192.168.246.50,192.168.246.210,2139,80,6,54,64,S,Nmap SYN Scan
1743394018.4525728,192.168.246.50,192.168.246.210,2140,80,6,54,64,S,Nmap SYN Scan
1743394018.473296,192.168.246.50,192.168.246.210,2141,80,6,54,64,S,Nmap SYN Scan
1743394018.479839,192.168.246.50,192.168.246.210,2142,80,6,54,64,S,Nmap SYN Scan
1743394018.500097,192.168.246.50,192.168.246.210,2143,80,6,54,64,S,Nmap SYN Scan
1743394018.5114439,192.168.246.50,192.168.246.210,2144,80,6,54,64,S,Nmap SYN Scan
1743394018.516428,192.168.246.50,192.168.246.210,2145,80,6,54,64,S,Nmap SYN Scan
1743394018.5244522,192.168.246.50,192.168.246.210,2146,80,6,54,64,S,Nmap SYN Scan
1743394018.5310369,192.168.246.50,192.168.246.210,2147,80,6,54,64,S,Nmap SYN Scan
1743394018.5359669,192.168.246.50,192.168.246.210,2148,80,6,54,64,S,Nmap SYN Scan
1743394018.6115,192.168.246.50,192.168.246.210,2149,80,6,54,64,S,Nmap SYN Scan
1743394018.616271,192.168.246.50,192.168.246.210,2150,80,6,54,64,S,Nmap SYN Scan
1743394018.626386,192.168.246.50,192.168.246.210,2151,80,6,54,64,S,Nmap SYN Scan
1743394018.634818,192.168.246.50,192.168.246.210,2152,80,6,54,64,S,Nmap SYN Scan
1743394018.663635,192.168.246.50,192.168.246.210,2153,80,6,54,64,S,Nmap SYN Scan
1743394018.762689,192.168.246.50,192.168.246.210,2154,80,6,54,64,S,Nmap SYN Scan
1743394018.766727,192.168.246.50,192.168.246.210,2155,80,6,54,64,S,Nmap SYN Scan
1743394018.849843,192.168.246.50,192.168.246.210,2156,80,6,54,64,S,Nmap SYN Scan
1743394018.8577018,192.168.246.50,192.168.246.210,2157,80,6,54,64,S,Nmap SYN Scan
1743394018.862567,192.168.246.50,192.168.246.210,2158,80,6,54,64,S,Nmap SYN Scan
1743394018.877772,192.168.246.50,192.168.246.210,2159,80,6,54,64,S,Nmap SYN Scan
1743394018.885184,192.168.246.50,192.168.246.210,2160,80,6,54,64,S,Nmap SYN Scan
1743394018.893971,192.168.246.50,192.168.246.210,2161,80,6,54,64,S,Nmap SYN Scan
1743394018.899681,192.168.246.50,192.168.246.210,2162,80,6,54,64,S,Nmap SYN Scan
1743394018.9116879,192.168.246.50,192.168.246.210,2163,80,6,54,64,S,Nmap SYN Scan
1743394018.915358,192.168.246.50,192.168.246.210,2164,80,6,54,64,S,Nmap SYN Scan
1743394018.9208581,192.168.246.50,192.168.246.210,2165,80,6,54,64,S,Nmap SYN Scan
1743394018.929135,192.168.246.50,192.168.246.210,2166,80,6,54,64,S,Nmap SYN Scan
1743394018.942372,192.168.246.50,192.168.246.210,2167,80,6,54,64,S,Nmap SYN Scan
1743394018.9495099,192.168.246.50,192.168.246.210,2168,80,6,54,64,S,Nmap SYN Scan
1743394018.96052,192.168.246.50,192.168.246.210,2169,80,6,54,64,S,Nmap SYN Scan
1743394018.965962,192.168.246.50,192.168.246.210,2170,80,6,54,64,S,Nmap SYN Scan
1743394018.9689028,192.168.246.50,192.168.246.210,2171,80,6,54,64,S,Nmap SYN Scan
1743394018.979813,192.168.246.50,192.168.246.210,2172,80,6,54,64,S,Nmap SYN Scan
1743394018.985127,192.168.246.50,192.168.246.210,2173,80,6,54,64,S,Nmap SYN Scan
1743394018.995279,192.168.246.50,192.168.246.210,2174,80,6,54,64,S,Nmap SYN Scan
1743394019.0139399,192.168.246.50,192.168.246.210,2175,80,6,54,64,S,Nmap SYN Scan
1743394019.0264351,192.168.246.50,192.168.246.210,2176,80,6,54,64,S,Nmap SYN Scan
1743394019.0350988,192.168.246.50,192.168.246.210,2177,80,6,54,64,S,Nmap SYN Scan
1743394019.12774,192.168.246.50,192.168.246.210,2178,80,6,54,64,S,Nmap SYN Scan
1743394019.1366332,192.168.246.50,192.168.246.210,2179,80,6,54,64,S,Nmap SYN Scan
1743394019.143727,192.168.246.50,192.168.246.210,2180,80,6,54,64,S,Nmap SYN Scan
1743394019.151944,192.168.246.50,192.168.246.210,2181,80,6,54,64,S,Nmap SYN Scan
1743394019.163824,192.168.246.50,192.168.246.210,2182,80,6,54,64,S,Nmap SYN Scan
1743394019.193181,192.168.246.50,192.168.246.210,2183,80,6,54,64,S,Nmap SYN Scan
1743394019.21979,192.168.246.50,192.168.246.210,2184,80,6,54,64,S,Nmap SYN Scan
1743394019.230516,192.168.246.50,192.168.246.210,2185,80,6,54,64,S,Nmap SYN Scan
1743394019.2361732,192.168.246.50,192.168.246.210,2186,80,6,54,64,S,Nmap SYN Scan
1743394019.245408,192.168.246.50,192.168.246.210,2187,80,6,54,64,S,Nmap SYN Scan
1743394019.250252,192.168.246.50,192.168.246.210,2188,80,6,54,64,S,Nmap SYN Scan
1743394019.255842,192.168.246.50,192.168.246.210,2189,80,6,54,64,S,Nmap SYN Scan
1743394019.267529,192.168.246.50,192.168.246.210,2190,80,6,54,64,S,Nmap SYN Scan
1743394019.275606,192.168.246.50,192.168.246.210,2191,80,6,54,64,S,Nmap SYN Scan
1743394019.2813509,192.168.246.50,192.168.246.210,2192,80,6,54,64,S,Nmap SYN Scan
1743394019.2877162,192.168.246.50,192.168.246.210,2193,80,6,54,64,S,Nmap SYN Scan
1743394019.365592,192.168.246.50,192.168.246.210,2194,80,6,54,64,S,Nmap SYN Scan
1743394019.4079978,192.168.246.50,192.168.246.210,2195,80,6,54,64,S,Nmap SYN Scan
1743394019.4646862,192.168.246.50,192.168.246.210,2196,80,6,54,64,S,Nmap SYN Scan
1743394019.493711,192.168.246.50,192.168.246.210,2197,80,6,54,64,S,Nmap SYN Scan
1743394019.501875,192.168.246.50,192.168.246.210,2198,80,6,54,64,S,Nmap SYN Scan
1743394019.51842,192.168.246.50,192.168.246.210,2199,80,6,54,64,S,Nmap SYN Scan
1743394019.531393,192.168.246.50,192.168.246.210,2200,80,6,54,64,S,Nmap SYN Scan
1743394019.535851,192.168.246.50,192.168.246.210,2201,80,6,54,64,S,Nmap SYN Scan
1743394019.546381,192.168.246.50,192.168.246.210,2202,80,6,54,64,S,Nmap SYN Scan
1743394019.549485,192.168.246.50,192.168.246.210,2203,80,6,54,64,S,Nmap SYN Scan
1743394019.557205,192.168.246.50,192.168.246.210,2204,80,6,54,64,S,Nmap SYN Scan
1743394019.564988,192.168.246.50,192.168.246.210,2205,80,6,54,64,S,Nmap SYN Scan
1743394019.574734,192.168.246.50,192.168.246.210,2206,80,6,54,64,S,Nmap SYN Scan
1743394019.591282,192.168.246.50,192.168.246.210,2207,80,6,54,64,S,Nmap SYN Scan
1743394019.598888,192.168.246.50,192.168.246.210,2208,80,6,54,64,S,Nmap SYN Scan
1743394019.60192,192.168.246.50,192.168.246.210,2209,80,6,54,64,S,Nmap SYN Scan
1743394019.6076128,192.168.246.50,192.168.246.210,2210,80,6,54,64,S,Nmap SYN Scan
1743394019.6138391,192.168.246.50,192.168.246.210,2211,80,6,54,64,S,Nmap SYN Scan
1743394019.617365,192.168.246.50,192.168.246.210,2212,80,6,54,64,S,Nmap SYN Scan
1743394019.621912,192.168.246.50,192.168.246.210,2213,80,6,54,64,S,Nmap SYN Scan
1743394019.629733,192.168.246.50,192.168.246.210,2214,80,6,54,64,S,Nmap SYN Scan
1743394019.633307,192.168.246.50,192.168.246.210,2215,80,6,54,64,S,Nmap SYN Scan
1743394019.637689,192.168.246.50,192.168.246.210,2216,80,6,54,64,S,Nmap SYN Scan
1743394019.643918,192.168.246.50,192.168.246.210,2217,80,6,54,64,S,Nmap SYN Scan
1743394019.6503491,192.168.246.50,192.168.246.210,2218,80,6,54,64,S,Nmap SYN Scan
1743394019.6585758,192.168.246.50,192.168.246.210,2219,80,6,54,64,S,Nmap SYN Scan
1743394019.665468,192.168.246.50,192.168.246.210,2220,80,6,54,64,S,Nmap SYN Scan
1743394019.6693382,192.168.246.50,192.168.246.210,2221,80,6,54,64,S,Nmap SYN Scan
1743394019.673568,192.168.246.50,192.168.246.210,2222,80,6,54,64,S,Nmap SYN Scan
1743394019.67632,192.168.246.50,192.168.246.210,2223,80,6,54,64,S,Nmap SYN Scan
1743394019.681563,192.168.246.50,192.168.246.210,2224,80,6,54,64,S,Nmap SYN Scan
1743394019.68816,192.168.246.50,192.168.246.210,2225,80,6,54,64,S,Nmap SYN Scan
1743394019.693229,192.168.246.50,192.168.246.210,2226,80,6,54,64,S,Nmap SYN Scan
1743394019.6984088,192.168.246.50,192.168.246.210,2227,80,6,54,64,S,Nmap SYN Scan
1743394019.7019148,192.168.246.50,192.168.246.210,2228,80,6,54,64,S,Nmap SYN Scan
1743394019.707478,192.168.246.50,192.168.246.210,2229,80,6,54,64,S,Nmap SYN Scan
1743394019.711801,192.168.246.50,192.168.246.210,2230,80,6,54,64,S,Nmap SYN Scan
1743394019.71578,192.168.246.50,192.168.246.210,2231,80,6,54,64,S,Nmap SYN Scan
1743394019.722093,192.168.246.50,192.168.246.210,2232,80,6,54,64,S,Nmap SYN Scan
1743394019.725627,192.168.246.50,192.168.246.210,2233,80,6,54,64,S,Nmap SYN Scan
1743394019.731062,192.168.246.50,192.168.246.210,2234,80,6,54,64,S,Nmap SYN Scan
1743394019.734499,192.168.246.50,192.168.246.210,2235,80,6,54,64,S,Nmap SYN Scan
1743394019.737951,192.168.246.50,192.168.246.210,2236,80,6,54,64,S,Nmap SYN Scan
1743394019.7431629,192.168.246.50,192.168.246.210,2237,80,6,54,64,S,Nmap SYN Scan
1743394019.748717,192.168.246.50,192.168.246.210,2238,80,6,54,64,S,Nmap SYN Scan
1743394019.7524512,192.168.246.50,192.168.246.210,2239,80,6,54,64,S,Nmap SYN Scan
1743394019.755868,192.168.246.50,192.168.246.210,2240,80,6,54,64,S,Nmap SYN Scan
1743394019.7619169,192.168.246.50,192.168.246.210,2241,80,6,54,64,S,Nmap SYN Scan
1743394019.764489,192.168.246.50,192.168.246.210,2242,80,6,54,64,S,Nmap SYN Scan
1743394019.768011,192.168.246.50,192.168.246.210,2243,80,6,54,64,S,Nmap SYN Scan
1743394019.7712262,192.168.246.50,192.168.246.210,2244,80,6,54,64,S,Nmap SYN Scan
1743394019.77933,192.168.246.50,192.168.246.210,2245,80,6,54,64,S,Nmap SYN Scan
1743394019.78462,192.168.246.50,192.168.246.210,2246,80,6,54,64,S,Nmap SYN Scan
1743394019.787176,192.168.246.50,192.168.246.210,2247,80,6,54,64,S,Nmap SYN Scan
1743394019.85328,192.168.246.50,192.168.246.210,2248,80,6,54,64,S,Nmap SYN Scan
1743394019.857772,192.168.246.50,192.168.246.210,2249,80,6,54,64,S,Nmap SYN Scan
1743394019.86388,192.168.246.50,192.168.246.210,2250,80,6,54,64,S,Nmap SYN Scan
1743394019.8679209,192.168.246.50,192.168.246.210,2251,80,6,54,64,S,Nmap SYN Scan
1743394019.878339,192.168.246.50,192.168.246.210,2252,80,6,54,64,S,Nmap SYN Scan
1743394019.880836,192.168.246.50,192.168.246.210,2253,80,6,54,64,S,Nmap SYN Scan
1743394019.883907,192.168.246.50,192.168.246.210,2254,80,6,54,64,S,Nmap SYN Scan
1743394019.8884742,192.168.246.50,192.168.246.210,2255,80,6,54,64,S,Nmap SYN Scan
1743394019.895172,192.168.246.50,192.168.246.210,2256,80,6,54,64,S,Nmap SYN Scan
1743394019.8980968,192.168.246.50,192.168.246.210,2257,80,6,54,64,S,Nmap SYN Scan
1743394019.900386,192.168.246.50,192.168.246.210,2258,80,6,54,64,S,Nmap SYN Scan
1743394019.905041,192.168.246.50,192.168.246.210,2259,80,6,54,64,S,Nmap SYN Scan
1743394019.910191,192.168.246.50,192.168.246.210,2260,80,6,54,64,S,Nmap SYN Scan
1743394019.914811,192.168.246.50,192.168.246.210,2261,80,6,54,64,S,Nmap SYN Scan
1743394019.918256,192.168.246.50,192.168.246.210,2262,80,6,54,64,S,Nmap SYN Scan
1743394019.9258611,192.168.246.50,192.168.246.210,2263,80,6,54,64,S,Nmap SYN Scan
1743394019.9365928,192.168.246.50,192.168.246.210,2264,80,6,54,64,S,Nmap SYN Scan
1743394019.947607,192.168.246.50,192.168.246.210,2265,80,6,54,64,S,Nmap SYN Scan
1743394019.959347,192.168.246.50,192.168.246.210,2266,80,6,54,64,S,Nmap SYN Scan
1743394019.965133,192.168.246.50,192.168.246.210,2267,80,6,54,64,S,Nmap SYN Scan
1743394019.973161,192.168.246.50,192.168.246.210,2268,80,6,54,64,S,Nmap SYN Scan
1743394019.977704,192.168.246.50,192.168.246.210,2269,80,6,54,64,S,Nmap SYN Scan
1743394019.9861178,192.168.246.50,192.168.246.210,2270,80,6,54,64,S,Nmap SYN Scan
1743394019.9975948,192.168.246.50,192.168.246.210,2271,80,6,54,64,S,Nmap SYN Scan
1743394020.004181,192.168.246.50,192.168.246.210,2272,80,6,54,64,S,Nmap SYN Scan
1743394020.014198,192.168.246.50,192.168.246.210,2273,80,6,54,64,S,Nmap SYN Scan
1743394020.020463,192.168.246.50,192.168.246.210,2274,80,6,54,64,S,Nmap SYN Scan
1743394020.026436,192.168.246.50,192.168.246.210,2275,80,6,54,64,S,Nmap SYN Scan
1743394020.0305269,192.168.246.50,192.168.246.210,2276,80,6,54,64,S,Nmap SYN Scan
1743394020.0957499,192.168.246.50,192.168.246.210,2277,80,6,54,64,S,Nmap SYN Scan
1743394020.098154,192.168.246.50,192.168.246.210,2278,80,6,54,64,S,Nmap SYN Scan
1743394020.10206,192.168.246.50,192.168.246.210,2279,80,6,54,64,S,Nmap SYN Scan
1743394020.145561,192.168.246.50,192.168.246.210,2280,80,6,54,64,S,Nmap SYN Scan
1743394020.148749,192.168.246.50,192.168.246.210,2281,80,6,54,64,S,Nmap SYN Scan
1743394020.151435,192.168.246.50,192.168.246.210,2282,80,6,54,64,S,Nmap SYN Scan
1743394020.154212,192.168.246.50,192.168.246.210,2283,80,6,54,64,S,Nmap SYN Scan
1743394020.162697,192.168.246.50,192.168.246.210,2284,80,6,54,64,S,Nmap SYN Scan
1743394020.165867,192.168.246.50,192.168.246.210,2285,80,6,54,64,S,Nmap SYN Scan
1743394020.238592,192.168.246.50,192.168.246.210,2286,80,6,54,64,S,Nmap SYN Scan
1743394020.2459378,192.168.246.50,192.168.246.210,2287,80,6,54,64,S,Nmap SYN Scan
1743394020.255347,192.168.246.50,192.168.246.210,2288,80,6,54,64,S,Nmap SYN Scan
1743394020.2630668,192.168.246.50,192.168.246.210,2289,80,6,54,64,S,Nmap SYN Scan
1743394020.268626,192.168.246.50,192.168.246.210,2290,80,6,54,64,S,Nmap SYN Scan
1743394020.3154361,192.168.246.50,192.168.246.210,2291,80,6,54,64,S,Nmap SYN Scan
1743394020.3214772,192.168.246.50,192.168.246.210,2292,80,6,54,64,S,Nmap SYN Scan
1743394020.329566,192.168.246.50,192.168.246.210,2293,80,6,54,64,S,Nmap SYN Scan
1743394020.3349178,192.168.246.50,192.168.246.210,2294,80,6,54,64,S,Nmap SYN Scan
1743394020.339427,192.168.246.50,192.168.246.210,2295,80,6,54,64,S,Nmap SYN Scan
1743394020.346118,192.168.246.50,192.168.246.210,2296,80,6,54,64,S,Nmap SYN Scan
1743394020.350176,192.168.246.50,192.168.246.210,2297,80,6,54,64,S,Nmap SYN Scan
1743394020.3585331,192.168.246.50,192.168.246.210,2298,80,6,54,64,S,Nmap SYN Scan
1743394020.363214,192.168.246.50,192.168.246.210,2299,80,6,54,64,S,Nmap SYN Scan
1743394020.371488,192.168.246.50,192.168.246.210,2300,80,6,54,64,S,Nmap SYN Scan
1743394020.379951,192.168.246.50,192.168.246.210,2301,80,6,54,64,S,Nmap SYN Scan
1743394020.392703,192.168.246.50,192.168.246.210,2302,80,6,54,64,S,Nmap SYN Scan
1743394020.4039261,192.168.246.50,192.168.246.210,2303,80,6,54,64,S,Nmap SYN Scan
1743394020.40747,192.168.246.50,192.168.246.210,2304,80,6,54,64,S,Nmap SYN Scan
